ts_code,trade_date,adj_factor
300636.SZ,20251231,3.945
300636.SZ,20251230,3.945
300636.SZ,20251229,3.945
300636.SZ,20251226,3.945
300636.SZ,20251225,3.945
300636.SZ,20251224,3.945
300636.SZ,20251223,3.945
300636.SZ,20251222,3.945
300636.SZ,20251219,3.945
300636.SZ,20251218,3.945
300636.SZ,20251217,3.945
300636.SZ,20251216,3.945
300636.SZ,20251215,3.945
300636.SZ,20251212,3.945
300636.SZ,20251211,3.945
300636.SZ,20251210,3.945
300636.SZ,20251209,3.945
300636.SZ,20251208,3.945
300636.SZ,20251205,3.945
300636.SZ,20251204,3.945
300636.SZ,20251203,3.945
300636.SZ,20251202,3.945
300636.SZ,20251201,3.945
300636.SZ,20251128,3.945
300636.SZ,20251127,3.945
300636.SZ,20251126,3.945
300636.SZ,20251125,3.945
300636.SZ,20251124,3.945
300636.SZ,20251121,3.945
300636.SZ,20251120,3.945
300636.SZ,20251119,3.945
300636.SZ,20251118,3.945
300636.SZ,20251117,3.945
300636.SZ,20251114,3.945
300636.SZ,20251113,3.945
300636.SZ,20251112,3.945
300636.SZ,20251111,3.945
300636.SZ,20251110,3.945
300636.SZ,20251107,3.945
300636.SZ,20251106,3.945
300636.SZ,20251105,3.945
300636.SZ,20251104,3.945
300636.SZ,20251103,3.945
300636.SZ,20251031,3.945
300636.SZ,20251030,3.945
300636.SZ,20251029,3.945
300636.SZ,20251028,3.945
300636.SZ,20251027,3.945
300636.SZ,20251024,3.945
300636.SZ,20251023,3.945
300636.SZ,20251022,3.945
300636.SZ,20251021,3.945
300636.SZ,20251020,3.945
300636.SZ,20251017,3.945
300636.SZ,20251016,3.945
300636.SZ,20251015,3.945
300636.SZ,20251014,3.945
300636.SZ,20251013,3.945
300636.SZ,20251010,3.945
300636.SZ,20251009,3.945
300636.SZ,20250930,3.945
300636.SZ,20250929,3.945
300636.SZ,20250926,3.945
300636.SZ,20250925,3.945
300636.SZ,20250924,3.945
300636.SZ,20250923,3.945
300636.SZ,20250922,3.945
300636.SZ,20250919,3.945
300636.SZ,20250918,3.945
300636.SZ,20250917,3.945
300636.SZ,20250916,3.945
300636.SZ,20250915,3.945
300636.SZ,20250912,3.945
300636.SZ,20250911,3.945
300636.SZ,20250910,3.945
300636.SZ,20250909,3.945
300636.SZ,20250908,3.945
300636.SZ,20250905,3.945
300636.SZ,20250904,3.945
