ts_code,trade_date,adj_factor
002756.SZ,20251231,3.1915
002756.SZ,20251230,3.1915
002756.SZ,20251229,3.1915
002756.SZ,20251226,3.1915
002756.SZ,20251225,3.1915
002756.SZ,20251224,3.1915
002756.SZ,20251223,3.1915
002756.SZ,20251222,3.1915
002756.SZ,20251219,3.1915
002756.SZ,20251218,3.1915
002756.SZ,20251217,3.1915
002756.SZ,20251216,3.1915
002756.SZ,20251215,3.1915
002756.SZ,20251212,3.1915
002756.SZ,20251211,3.1915
002756.SZ,20251210,3.1915
002756.SZ,20251209,3.1915
002756.SZ,20251208,3.1915
002756.SZ,20251205,3.1915
002756.SZ,20251204,3.1915
002756.SZ,20251203,3.1915
002756.SZ,20251202,3.1915
002756.SZ,20251201,3.1915
002756.SZ,20251128,3.1915
002756.SZ,20251127,3.1915
002756.SZ,20251126,3.1915
002756.SZ,20251125,3.1915
002756.SZ,20251124,3.1915
002756.SZ,20251121,3.1915
002756.SZ,20251120,3.1915
002756.SZ,20251119,3.1915
002756.SZ,20251118,3.1915
002756.SZ,20251117,3.1915
002756.SZ,20251114,3.1915
002756.SZ,20251113,3.1915
002756.SZ,20251112,3.1915
002756.SZ,20251111,3.1915
002756.SZ,20251110,3.1915
002756.SZ,20251107,3.1915
002756.SZ,20251106,3.1915
002756.SZ,20251105,3.1915
002756.SZ,20251104,3.1915
002756.SZ,20251103,3.1915
002756.SZ,20251031,3.1915
002756.SZ,20251030,3.1915
002756.SZ,20251029,3.1915
002756.SZ,20251028,3.1915
002756.SZ,20251027,3.1915
002756.SZ,20251024,3.1915
002756.SZ,20251023,3.1915
002756.SZ,20251022,3.1915
002756.SZ,20251021,3.1669
002756.SZ,20251020,3.1669
002756.SZ,20251017,3.1669
002756.SZ,20251016,3.1669
002756.SZ,20251015,3.1669
002756.SZ,20251014,3.1669
002756.SZ,20251013,3.1669
002756.SZ,20251010,3.1669
002756.SZ,20251009,3.1669
002756.SZ,20250930,3.1669
002756.SZ,20250929,3.1669
002756.SZ,20250926,3.1669
002756.SZ,20250925,3.1669
002756.SZ,20250924,3.1669
002756.SZ,20250923,3.1669
002756.SZ,20250922,3.1669
002756.SZ,20250919,3.1669
002756.SZ,20250918,3.1669
002756.SZ,20250917,3.1669
002756.SZ,20250916,3.1669
002756.SZ,20250915,3.1669
002756.SZ,20250912,3.1669
002756.SZ,20250911,3.1669
002756.SZ,20250910,3.1669
002756.SZ,20250909,3.1669
002756.SZ,20250908,3.1669
002756.SZ,20250905,3.1669
002756.SZ,20250904,3.1669
002756.SZ,20250903,3.1669
002756.SZ,20250902,3.1669
002756.SZ,20250901,3.1669
002756.SZ,20250829,3.1669
002756.SZ,20250828,3.1669
002756.SZ,20250827,3.1669
002756.SZ,20250826,3.1669
002756.SZ,20250825,3.1669
002756.SZ,20250822,3.1669
002756.SZ,20250821,3.1669
002756.SZ,20250820,3.1669
002756.SZ,20250819,3.1669
002756.SZ,20250818,3.1669
002756.SZ,20250815,3.1669
002756.SZ,20250814,3.1669
002756.SZ,20250813,3.1669
002756.SZ,20250812,3.1669
002756.SZ,20250811,3.1669
002756.SZ,20250808,3.1669
002756.SZ,20250807,3.1669
002756.SZ,20250806,3.1669
002756.SZ,20250805,3.1669
002756.SZ,20250804,3.1669
002756.SZ,20250801,3.1669
002756.SZ,20250731,3.1669
002756.SZ,20250730,3.1669
002756.SZ,20250729,3.1669
002756.SZ,20250728,3.1669
002756.SZ,20250725,3.1669
002756.SZ,20250724,3.1669
002756.SZ,20250723,3.1669
002756.SZ,20250722,3.1669
002756.SZ,20250721,3.1669
002756.SZ,20250718,3.1669
002756.SZ,20250717,3.1669
002756.SZ,20250716,3.1669
002756.SZ,20250715,3.1669
002756.SZ,20250714,3.1669
002756.SZ,20250711,3.1669
002756.SZ,20250710,3.1669
002756.SZ,20250709,3.1669
002756.SZ,20250708,3.1669
002756.SZ,20250707,3.1669
002756.SZ,20250704,3.1669
002756.SZ,20250703,3.1669
002756.SZ,20250702,3.1669
002756.SZ,20250701,3.1669
002756.SZ,20250630,3.1669
002756.SZ,20250627,3.1669
002756.SZ,20250626,3.1669
002756.SZ,20250625,3.1669
002756.SZ,20250624,3.1669
002756.SZ,20250623,3.1669
002756.SZ,20250620,3.1669
002756.SZ,20250619,3.1669
002756.SZ,20250618,3.1669
002756.SZ,20250617,3.1669
002756.SZ,20250616,3.1669
002756.SZ,20250613,3.1669
002756.SZ,20250612,3.1669
002756.SZ,20250611,3.1669
002756.SZ,20250610,3.1669
002756.SZ,20250609,3.1669
002756.SZ,20250606,3.1669
002756.SZ,20250605,3.1669
002756.SZ,20250604,3.1669
002756.SZ,20250603,3.1669
002756.SZ,20250530,3.1669
002756.SZ,20250529,3.1669
002756.SZ,20250528,3.1669
002756.SZ,20250527,3.1669
002756.SZ,20250526,3.1669
002756.SZ,20250523,3.1669
002756.SZ,20250522,3.1669
002756.SZ,20250521,3.1669
002756.SZ,20250520,3.1669
002756.SZ,20250519,3.1669
002756.SZ,20250516,3.1669
002756.SZ,20250515,3.1669
002756.SZ,20250514,3.1669
002756.SZ,20250513,3.1669
002756.SZ,20250512,3.1669
002756.SZ,20250509,3.1669
002756.SZ,20250508,3.1184
002756.SZ,20250507,3.1184
002756.SZ,20250506,3.1184
002756.SZ,20250430,3.1184
002756.SZ,20250429,3.1184
002756.SZ,20250428,3.1184
002756.SZ,20250425,3.1184
002756.SZ,20250424,3.1184
002756.SZ,20250423,3.1184
002756.SZ,20250422,3.1184
002756.SZ,20250421,3.1184
002756.SZ,20250418,3.1184
002756.SZ,20250417,3.1184
002756.SZ,20250416,3.1184
002756.SZ,20250415,3.1184
002756.SZ,20250414,3.1184
002756.SZ,20250411,3.1184
002756.SZ,20250410,3.1184
002756.SZ,20250409,3.1184
002756.SZ,20250408,3.1184
002756.SZ,20250407,3.1184
002756.SZ,20250403,3.1184
002756.SZ,20250402,3.1184
002756.SZ,20250401,3.1184
002756.SZ,20250331,3.1184
002756.SZ,20250328,3.1184
002756.SZ,20250327,3.1184
002756.SZ,20250326,3.1184
002756.SZ,20250325,3.1184
002756.SZ,20250324,3.1184
002756.SZ,20250321,3.1184
002756.SZ,20250320,3.1184
002756.SZ,20250319,3.1184
002756.SZ,20250318,3.1184
002756.SZ,20250317,3.1184
002756.SZ,20250314,3.1184
002756.SZ,20250313,3.1184
002756.SZ,20250312,3.1184
002756.SZ,20250311,3.1184
002756.SZ,20250310,3.1184
002756.SZ,20250307,3.1184
002756.SZ,20250306,3.1184
002756.SZ,20250305,3.1184
002756.SZ,20250304,3.1184
