ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920402.BJ,20251231,10.1,1.614,3.4664,1.11,54.8813,,2.6624,6.0428,8.52,1.4075,0.198,42206.0067,27287.3277,12705.4549,426280.6677,275602.0098
920402.BJ,20251230,10.31,1.7245,3.7037,1.2,56.0224,,2.7177,6.1685,8.6972,1.3789,0.194,42206.0067,27287.3277,12705.4549,435143.9291,281332.3486
920402.BJ,20251229,10.46,1.5514,3.332,1.08,56.8374,,2.7572,6.2582,8.8237,1.3591,0.1912,42206.0067,27287.3277,12705.4549,441474.8301,285425.4477
920402.BJ,20251226,10.61,1.5406,3.3087,1.07,57.6525,,2.7968,6.348,8.9502,1.3399,0.1885,42206.0067,27287.3277,12705.4549,447805.7311,289518.5469
920402.BJ,20251225,10.69,1.1816,2.5377,0.71,58.0872,,2.8179,6.3958,9.0177,1.3299,0.1871,42206.0067,27287.3277,12705.4549,451182.2116,291701.5331
920402.BJ,20251224,10.73,1.2532,2.6915,0.71,58.3045,,2.8284,6.4198,9.0515,1.3249,0.1864,42206.0067,27287.3277,12705.4549,452870.4519,292793.0262
920402.BJ,20251223,10.58,1.6387,3.5195,0.9,57.4895,,2.7889,6.33,8.9249,1.3437,0.189,42206.0067,27287.3277,12705.4549,446539.5509,288699.9271
920402.BJ,20251222,10.89,1.5734,3.3792,0.86,59.174,,2.8706,6.5155,9.1864,1.3054,0.1837,42206.0067,27287.3277,12705.4549,459623.413,297158.9987
920402.BJ,20251219,11.03,1.5519,3.3329,0.75,59.9347,,2.9075,6.5992,9.3045,1.2889,0.1813,42206.0067,27287.3277,12705.4549,465532.2539,300979.2245
920402.BJ,20251218,10.97,2.3321,5.0086,1.08,59.6087,,2.8917,6.5633,9.2539,1.2959,0.1823,42206.0067,27287.3277,12705.4549,462999.8935,299341.9849
920402.BJ,20251217,10.85,1.7064,3.6648,0.8,58.9566,,2.8601,6.4916,9.1527,1.3102,0.1843,42206.0067,27287.3277,12705.4549,457935.1727,296067.5055
920402.BJ,20251216,10.91,1.8944,4.0686,0.94,59.2826,,2.8759,6.5275,9.2033,1.303,0.1833,42206.0067,27287.3277,12705.4549,460467.5331,297704.7452
920402.BJ,20251215,10.89,1.7048,3.6614,0.88,59.174,,2.8706,6.5155,9.1864,1.3054,0.1837,42206.0067,27287.3277,12705.4549,459623.413,297158.9987
920402.BJ,20251212,10.92,2.6601,5.7131,1.64,59.337,,2.8785,6.5334,9.2117,1.3018,0.1832,42206.0067,27287.3277,12705.4549,460889.5932,297977.6185
920402.BJ,20251211,10.7,2.8454,6.1111,2.23,58.1415,,2.8205,6.4018,9.0262,1.3286,0.1869,42206.0067,27287.3277,12705.4549,451604.2717,291974.4064
920402.BJ,20251210,10.43,1.5397,3.3068,1.2,56.6744,,2.7493,6.2403,8.7984,1.363,0.1918,42206.0067,27287.3277,12705.4549,440208.6499,284606.8279
920402.BJ,20251209,10.64,1.3328,2.8625,0.98,57.8155,,2.8047,6.3659,8.9756,1.3361,0.188,42206.0067,27287.3277,12705.4549,449071.9113,290337.1667
920402.BJ,20251208,10.79,1.3016,2.7954,0.91,58.6306,,2.8442,6.4557,9.1021,1.3175,0.1854,42206.0067,27287.3277,12705.4549,455402.8123,294430.2659
920402.BJ,20251205,10.73,1.0748,2.3082,0.67,58.3045,,2.8284,6.4198,9.0515,1.3249,0.1864,42206.0067,27287.3277,12705.4549,452870.4519,292793.0262
920402.BJ,20251204,10.51,1.1246,2.4152,0.6,57.1091,,2.7704,6.2881,8.8659,1.3526,0.1903,42206.0067,27287.3277,12705.4549,443585.1304,286789.8141
920402.BJ,20251203,10.62,1.5894,3.4136,0.8,57.7068,,2.7994,6.3539,8.9587,1.3386,0.1883,42206.0067,27287.3277,12705.4549,448227.7912,289791.4202
920402.BJ,20251202,10.83,1.7393,3.7355,0.83,58.8479,,2.8548,6.4796,9.1358,1.3127,0.1847,42206.0067,27287.3277,12705.4549,457091.0526,295521.759
920402.BJ,20251201,11.05,1.6222,3.484,0.69,60.0434,,2.9128,6.6112,9.3214,1.2865,0.181,42206.0067,27287.3277,12705.4549,466376.374,301524.9711
920402.BJ,20251128,10.89,1.9575,4.2041,0.7,59.174,,2.8706,6.5155,9.1864,1.3054,0.1837,42206.0067,27287.3277,12705.4549,459623.413,297158.9987
920402.BJ,20251127,11.06,2.4359,5.2315,0.72,60.0977,,2.9154,6.6172,9.3298,1.2854,0.1808,42206.0067,27287.3277,12705.4549,466798.4341,301797.8444
920402.BJ,20251126,10.9,2.1246,4.5631,0.47,59.2283,,2.8732,6.5215,9.1949,1.3042,0.1835,42206.0067,27287.3277,12705.4549,460045.473,297431.8719
920402.BJ,20251125,11.18,2.2838,4.905,0.46,60.7498,,2.947,6.689,9.4311,1.2716,0.1789,42206.0067,27287.3277,12705.4549,471863.1549,305072.3237
920402.BJ,20251124,11.0,3.0205,6.4872,0.53,59.7717,,2.8996,6.5813,9.2792,1.2924,0.1818,42206.0067,27287.3277,12705.4549,464266.0737,300160.6047
920402.BJ,20251121,11.24,4.1129,8.8332,0.73,61.0758,,2.9629,6.7249,9.4817,1.2648,0.1779,42206.0067,27287.3277,12705.4549,474395.5153,306709.5633
920402.BJ,20251120,12.14,5.4468,11.6981,0.95,65.9662,,3.2001,7.2634,10.2409,1.171,0.1647,42206.0067,27287.3277,12705.4549,512380.9213,331268.1583
920402.BJ,20251119,12.94,7.5784,16.276,1.56,70.3132,,3.411,7.742,10.9158,1.0986,0.1546,42206.0067,27287.3277,12705.4549,546145.7267,353098.0204
920402.BJ,20251118,12.13,4.4331,9.5208,0.91,65.9118,,3.1975,7.2574,10.2325,1.172,0.1649,42206.0067,27287.3277,12705.4549,511958.8613,330995.285
920402.BJ,20251117,12.84,6.7676,14.5346,1.35,69.7698,,3.3846,7.6822,10.8314,1.1072,0.1558,42206.0067,27287.3277,12705.4549,541925.126,350369.2877
920402.BJ,20251114,12.15,4.0589,8.7173,0.68,66.0205,,3.2027,7.2693,10.2493,1.1701,0.1646,42206.0067,27287.3277,12705.4549,512802.9814,331541.0316
