ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000905.SH,20241108,6222.445,6306.7986,6333.6792,6206.2949,6239.5598,-17.1148,-0.2743,385648347.0,470080201.609
000905.SH,20241107,6239.5598,6061.7349,6240.7574,6049.587,6125.7868,113.773,1.8573,418413323.0,465814955.829
000905.SH,20241106,6125.7868,6134.9236,6204.5331,6081.8065,6111.9707,13.8161,0.226,415187737.0,502324104.677
000905.SH,20241105,6111.9707,5925.8652,6119.2536,5910.8887,5928.9085,183.0622,3.0876,366344492.0,441462863.294
000905.SH,20241104,5928.9085,5835.3918,5928.9085,5835.3918,5831.8217,97.0868,1.6648,286552294.0,342776867.78
000905.SH,20241101,5831.8217,5893.3192,5934.2031,5795.0805,5901.2904,-69.4687,-1.1772,369840641.0,429257467.07
000905.SH,20241031,5901.2904,5839.9766,5935.1827,5812.0324,5837.9338,63.3566,1.0853,313549202.0,377454102.585
000905.SH,20241030,5837.9338,5793.8326,5869.1113,5777.43,5812.5286,25.4052,0.4371,252021275.0,315956554.496
000905.SH,20241029,5812.5286,5903.3065,5917.2149,5807.29,5883.7203,-71.1917,-1.21,275371143.0,332481504.887
000905.SH,20241028,5883.7203,5816.3296,5883.7203,5787.4843,5809.6879,74.0324,1.2743,270653787.0,312663682.664
000905.SH,20241025,5809.6879,5735.2853,5855.2647,5729.4384,5726.7041,82.9838,1.4491,236725708.0,299590180.533
000905.SH,20241024,5726.7041,5747.5577,5759.8651,5694.7789,5776.383,-49.6789,-0.86,207690046.0,257232250.89
000905.SH,20241023,5776.383,5745.1069,5853.4555,5727.7736,5753.8497,22.5333,0.3916,273412640.0,336167749.458
000905.SH,20241022,5753.8497,5703.3196,5779.2983,5673.7901,5704.225,49.6247,0.87,237023624.0,312584329.12
000905.SH,20241021,5704.225,5680.5648,5797.8808,5631.2316,5640.0198,64.2052,1.1384,266885186.0,359965731.44
000905.SH,20241018,5640.0198,5416.0319,5774.1408,5404.2035,5418.9883,221.0315,4.0788,287114219.0,352062136.787
000905.SH,20241017,5418.9883,5499.7659,5541.0331,5417.881,5461.0877,-42.0994,-0.7709,202768685.0,234458932.483
000905.SH,20241016,5461.0877,5393.6657,5546.1764,5393.6657,5472.56,-11.4723,-0.2096,205450926.0,222425749.319
000905.SH,20241015,5472.56,5578.2611,5661.0749,5471.8807,5608.153,-135.593,-2.4178,238997019.0,276816614.631
000905.SH,20241014,5608.153,5503.6461,5623.9685,5408.3917,5470.8133,137.3397,2.5104,250608541.0,279231292.489
000905.SH,20241011,5470.8133,5650.0488,5652.852,5408.8696,5690.8822,-220.0689,-3.867,244383373.0,266749263.112
000905.SH,20241010,5690.8822,5768.6107,5875.9358,5597.4766,5735.641,-44.7588,-0.7804,353480245.0,390814224.053
000905.SH,20241009,5735.641,6013.7015,6088.0804,5704.4779,6155.5817,-419.9407,-6.8221,431156416.0,529447530.364
000905.SH,20241008,6155.5817,6417.8142,6417.8142,5868.8525,5743.217,412.3647,7.18,493546420.0,579263323.622
000905.SH,20240930,5743.217,5449.7889,5757.9213,5387.338,5201.6656,541.5514,10.4111,388703200.0,418784669.569
000905.SH,20240927,5201.6656,5027.2644,5227.9577,5021.5148,4938.1839,263.4817,5.3356,230177508.0,232646658.013
000905.SH,20240926,4938.1839,4725.996,4938.1839,4719.3492,4731.4755,206.7084,4.3688,229930323.0,196122560.309
000905.SH,20240925,4731.4755,4743.6343,4847.2034,4724.4301,4689.5964,41.8791,0.893,204593519.0,182209573.751
000905.SH,20240924,4689.5964,4524.2214,4690.5736,4503.1245,4494.6878,194.9086,4.3364,177144703.0,159947071.683
000905.SH,20240923,4494.6878,4495.7805,4545.5411,4483.13,4498.3901,-3.7023,-0.0823,89935227.0,85104838.086
000905.SH,20240920,4498.3901,4514.9598,4515.8064,4471.9438,4520.3939,-22.0038,-0.4868,94312044.0,89084435.755
000905.SH,20240919,4520.3939,4481.4635,4565.3899,4437.5363,4462.8701,57.5238,1.2889,115611868.0,105405904.205
000905.SH,20240918,4462.8701,4450.089,4474.722,4397.161,4450.9587,11.9114,0.2676,90989683.0,79102523.648
000905.SH,20240913,4450.9587,4500.3949,4509.072,4450.9587,4496.5919,-45.6332,-1.0148,92533757.0,85710614.26
000905.SH,20240912,4496.5919,4518.9882,4568.7462,4496.5919,4514.9158,-18.3239,-0.4059,86654304.0,80916511.376
000905.SH,20240911,4514.9158,4490.1867,4529.3452,4479.0306,4507.7074,7.2084,0.1599,85206842.0,81707868.06
000905.SH,20240910,4507.7074,4509.3236,4528.6691,4432.9128,4507.1866,0.5208,0.0116,98529542.0,87011759.812
000905.SH,20240909,4507.1866,4517.5658,4541.7935,4487.8427,4537.4544,-30.2678,-0.6671,91944608.0,81907584.835
000905.SH,20240906,4537.4544,4609.3419,4613.3097,4535.3486,4601.0911,-63.6367,-1.3831,90147596.0,80215749.103
000905.SH,20240905,4601.0911,4585.1677,4630.6388,4582.0535,4582.084,19.0071,0.4148,80583723.0,80148632.781
000905.SH,20240904,4582.084,4567.6858,4623.3782,4552.3037,4596.4819,-14.3979,-0.3132,92435685.0,88646018.095
000905.SH,20240903,4596.4819,4543.2198,4612.2826,4543.2198,4546.8832,49.5987,1.0908,98589686.0,92749159.673
000905.SH,20240902,4546.8832,4631.9003,4632.3107,4546.8393,4639.1144,-92.2312,-1.9881,126368517.0,115893027.848
000905.SH,20240830,4639.1144,4557.5014,4704.3407,4548.3827,4557.9006,81.2138,1.7818,151593361.0,144749168.233
000905.SH,20240829,4557.9006,4483.5534,4577.7919,4475.2228,4500.0088,57.8918,1.2865,103115562.0,96829969.885
000905.SH,20240828,4500.0088,4486.4311,4527.7686,4482.0324,4495.2856,4.7232,0.1051,82681199.0,74244549.233
000905.SH,20240827,4495.2856,4532.4861,4532.4861,4487.0915,4544.3594,-49.0738,-1.0799,82529205.0,78742868.645
000905.SH,20240826,4544.3594,4542.8564,4558.5917,4523.7274,4537.0872,7.2722,0.1603,87118296.0,84365247.767
000905.SH,20240823,4537.0872,4523.9907,4549.3026,4513.2038,4533.3695,3.7177,0.082,75778364.0,71369991.696
000905.SH,20240822,4533.3695,4589.4956,4595.0496,4526.2499,4587.1218,-53.7523,-1.1718,85856868.0,78202476.719
000905.SH,20240821,4587.1218,4589.0885,4610.8666,4582.2653,4602.0095,-14.8877,-0.3235,83526910.0,74809964.819
000905.SH,20240820,4602.0095,4684.2948,4686.3633,4590.3913,4682.9628,-80.9533,-1.7287,91846146.0,81351685.185
000905.SH,20240819,4682.9628,4666.3308,4729.8742,4666.2577,4670.3789,12.5839,0.2694,87136867.0,80742361.426
000905.SH,20240816,4670.3789,4703.6042,4708.0187,4662.1132,4698.375,-27.9961,-0.5959,87379580.0,81927269.813
000905.SH,20240815,4698.375,4656.695,4746.4095,4647.7947,4667.0731,31.3019,0.6707,90973293.0,83712897.622
000905.SH,20240814,4667.0731,4729.8146,4730.2369,4667.0731,4731.8353,-64.7622,-1.3686,74588030.0,68308163.886
000905.SH,20240813,4731.8353,4713.9598,4731.8353,4680.5879,4714.1586,17.6767,0.375,81365173.0,71101413.452
000905.SH,20240812,4714.1586,4716.9605,4737.1908,4696.0525,4720.3104,-6.1518,-0.1303,89100832.0,76375856.58
000905.SH,20240809,4720.3104,4778.2568,4805.0992,4720.3104,4755.8149,-35.5045,-0.7465,108819586.0,88057504.682
000905.SH,20240808,4755.8149,4737.0927,4791.6592,4701.7856,4751.9408,3.8741,0.0815,104309253.0,95364149.202
000905.SH,20240807,4751.9408,4747.9803,4783.4202,4719.938,4750.776,1.1648,0.0245,96989481.0,96834771.203
000905.SH,20240806,4750.776,4740.4539,4774.9279,4699.1769,4693.8478,56.9282,1.2128,107774770.0,105286322.238
000905.SH,20240805,4693.8478,4756.0755,4846.542,4693.8165,4788.6159,-94.7681,-1.979,113338148.0,123487463.651
000905.SH,20240802,4788.6159,4816.9369,4874.7114,4783.115,4852.9725,-64.3566,-1.3261,98529844.0,105654740.577
000905.SH,20240801,4852.9725,4893.8709,4928.2412,4834.6536,4886.4136,-33.4411,-0.6844,113213393.0,119765528.789
000905.SH,20240731,4886.4136,4694.7288,4887.9192,4687.0458,4699.282,187.1316,3.9821,143180919.0,146601666.178
000905.SH,20240730,4699.282,4694.5247,4712.0417,4650.5592,4708.8443,-9.5623,-0.2031,83353382.0,86181033.614
000905.SH,20240729,4708.8443,4740.499,4742.1481,4702.9803,4736.3771,-27.5328,-0.5813,81102039.0,90979232.032
000905.SH,20240726,4736.3771,4670.4463,4744.4537,4670.4463,4665.4488,70.9283,1.5203,86472049.0,94118612.2
000905.SH,20240725,4665.4488,4644.4217,4710.4627,4635.244,4668.0621,-2.6133,-0.056,88600074.0,95885153.87
000905.SH,20240724,4668.0621,4712.287,4738.762,4661.8271,4722.7994,-54.7373,-1.159,112674635.0,103026731.862
000905.SH,20240723,4722.7994,4862.9705,4862.9705,4722.7994,4865.9778,-143.1784,-2.9424,102403712.0,110578297.603
000905.SH,20240722,4865.9778,4872.6362,4885.3641,4839.1121,4872.0532,-6.0754,-0.1247,92710458.0,110307683.161
000905.SH,20240719,4872.0532,4853.0422,4900.3787,4842.9297,4877.6916,-5.6384,-0.1156,93290746.0,111989382.468
000905.SH,20240718,4877.6916,4822.1303,4879.6927,4793.4294,4856.5794,21.1122,0.4347,96654750.0,115283847.816
000905.SH,20240717,4856.5794,4893.4137,4900.3599,4853.603,4898.3626,-41.7832,-0.853,96909547.0,117932902.594
000905.SH,20240716,4898.3626,4877.601,4907.8321,4850.4315,4883.8971,14.4655,0.2962,87267978.0,113648284.398
000905.SH,20240715,4883.8971,4903.5161,4903.5161,4868.743,4919.3639,-35.4668,-0.721,86824312.0,102734711.417
000905.SH,20240712,4919.3639,4926.9812,4937.3471,4905.7967,4939.7318,-20.3679,-0.4123,97175106.0,115594261.3
000905.SH,20240711,4939.7318,4902.8106,4941.7015,4871.172,4844.1624,95.5694,1.9729,115275494.0,133127527.343
000905.SH,20240710,4844.1624,4857.483,4891.3725,4836.17,4876.899,-32.7366,-0.6713,100953186.0,117244916.014
000905.SH,20240709,4876.899,4775.3131,4888.4822,4745.3165,4783.6165,93.2825,1.95,111401968.0,126704548.339
000905.SH,20240708,4783.6165,4857.0245,4857.2655,4768.5636,4866.2647,-82.6482,-1.6984,90254500.0,96789200.227
000905.SH,20240705,4866.2647,4828.8628,4877.9326,4794.1292,4834.4982,31.7665,0.6571,83133279.0,93724633.827
000905.SH,20240704,4834.4982,4917.4414,4935.6055,4827.342,4910.9245,-76.4263,-1.5563,91008466.0,98771611.007
000905.SH,20240703,4910.9245,4945.3994,4950.5148,4905.3897,4949.4771,-38.5526,-0.7789,84528331.0,96121126.342
000905.SH,20240702,4949.4771,5000.5757,5002.7424,4934.1169,5003.1608,-53.6837,-1.073,96209334.0,105902911.013
000905.SH,20240701,5003.1608,4943.7867,5017.6099,4929.0871,4942.7817,60.3791,1.2216,97312793.0,110821074.066
000905.SH,20240628,4942.7817,4914.6693,5003.4091,4914.5467,4928.0514,14.7303,0.2989,106308342.0,114743251.799
000905.SH,20240627,4928.0514,4998.9936,5000.1752,4925.1601,5020.4318,-92.3804,-1.8401,88537187.0,97364975.399
000905.SH,20240626,5020.4318,4942.1652,5024.7679,4915.6644,4948.6343,71.7975,1.4509,93394621.0,102152255.03
000905.SH,20240625,4948.6343,4989.0713,5007.3355,4918.0393,4992.9097,-44.2754,-0.8868,91636779.0,104683752.506
000905.SH,20240624,4992.9097,5072.8028,5078.955,4986.7679,5102.3292,-109.4195,-2.1445,100186646.0,113108464.982
000905.SH,20240621,5102.3292,5079.9226,5128.1378,5071.6547,5094.5653,7.7639,0.1524,83838907.0,98090349.439
000905.SH,20240620,5094.5653,5162.1609,5184.747,5092.2867,5168.8204,-74.2551,-1.4366,95609003.0,113062777.427
000905.SH,20240619,5168.8204,5235.4758,5236.3018,5168.8204,5230.8913,-62.0709,-1.1866,87849590.0,111740529.823
000905.SH,20240618,5230.8913,5207.9777,5243.5867,5204.9707,5207.128,23.7633,0.4564,94090903.0,120391272.834
000905.SH,20240617,5207.128,5189.284,5223.5894,5184.5987,5213.0927,-5.9647,-0.1144,107970664.0,135704407.617
000905.SH,20240614,5213.0927,5180.2887,5235.8781,5163.384,5194.59,18.5027,0.3562,133998620.0,146009261.401
000905.SH,20240613,5194.59,5231.9096,5233.7954,5182.7423,5232.9534,-38.3634,-0.7331,118232764.0,123194241.679
000905.SH,20240612,5232.9534,5209.1344,5245.9909,5205.5716,5217.4702,15.4832,0.2968,103065569.0,111341271.704
000905.SH,20240611,5217.4702,5182.4129,5232.8495,5159.334,5208.9798,8.4904,0.163,116437116.0,119660626.659
000905.SH,20240607,5208.9798,5247.1462,5258.818,5172.0505,5228.8002,-19.8204,-0.3791,113527478.0,118553769.519
000905.SH,20240606,5228.8002,5291.5208,5305.878,5213.6618,5277.9405,-49.1403,-0.9311,133368231.0,135739981.47
000905.SH,20240605,5277.9405,5328.8678,5347.4297,5277.9405,5341.9496,-64.0091,-1.1982,105792757.0,111608396.273
000905.SH,20240604,5341.9496,5263.2256,5352.2839,5247.5837,5274.0687,67.8809,1.2871,108083144.0,117835610.769
000905.SH,20240603,5274.0687,5300.7869,5316.3352,5232.688,5308.5403,-34.4716,-0.6494,126968515.0,129543758.978
000905.SH,20240531,5308.5403,5310.7218,5357.021,5308.5403,5308.66,-0.1197,-0.0023,104151147.0,113019704.335
000905.SH,20240530,5308.66,5316.3983,5349.688,5296.4925,5328.3064,-19.6464,-0.3687,107350187.0,114757614.217
000905.SH,20240529,5328.3064,5308.593,5361.744,5305.9631,5316.1286,12.1778,0.2291,104361267.0,112762595.772
000905.SH,20240528,5316.1286,5363.33,5365.473,5310.3183,5371.3693,-55.2407,-1.0284,110965373.0,120979080.988
000905.SH,20240527,5371.3693,5325.8508,5373.1116,5284.5055,5313.4546,57.9147,1.09,115643229.0,124785634.505
000905.SH,20240524,5313.4546,5348.51,5400.1594,5311.4888,5362.3053,-48.8507,-0.911,106564175.0,117396142.025
000905.SH,20240523,5362.3053,5448.9403,5448.9403,5352.3934,5468.6068,-106.3015,-1.9438,126657569.0,135749197.02
000905.SH,20240522,5468.6068,5472.0098,5486.3049,5455.0766,5478.9131,-10.3063,-0.1881,113057782.0,126572719.199
000905.SH,20240521,5478.9131,5511.4838,5513.4235,5460.975,5523.5013,-44.5882,-0.8072,108691192.0,123832374.659
000905.SH,20240520,5523.5013,5496.7904,5536.662,5484.358,5491.8944,31.6069,0.5755,144971448.0,163572079.873
000905.SH,20240517,5491.8944,5418.6575,5493.2007,5409.7047,5424.6652,67.2292,1.2393,126916168.0,139244609.265
000905.SH,20240516,5424.6652,5461.1077,5475.3735,5408.1251,5446.6557,-21.9905,-0.4037,122108119.0,133148761.562
000905.SH,20240515,5446.6557,5495.5571,5497.0842,5441.3548,5500.7379,-54.0822,-0.9832,110124989.0,121525793.558
000905.SH,20240514,5500.7379,5508.4663,5538.7434,5484.964,5505.2595,-4.5216,-0.0821,118994399.0,132592062.466
000905.SH,20240513,5505.2595,5503.1286,5527.2001,5462.5075,5535.3954,-30.1359,-0.5444,131627588.0,146159918.962
000905.SH,20240510,5535.3954,5562.1931,5570.5652,5497.4972,5556.7712,-21.3758,-0.3847,128688030.0,144026969.941
000905.SH,20240509,5556.7712,5461.36,5568.7324,5461.36,5458.7559,98.0153,1.7956,131121230.0,153999870.752
000905.SH,20240508,5458.7559,5516.4477,5516.4477,5454.8735,5527.0847,-68.3288,-1.2363,123955621.0,139472996.786
000905.SH,20240507,5527.0847,5532.323,5543.1251,5507.5008,5528.6036,-1.5189,-0.0275,136535402.0,162155744.86
000905.SH,20240506,5528.6036,5498.4442,5535.9488,5496.9071,5441.1411,87.4625,1.6074,165791626.0,187906843.862
000905.SH,20240430,5441.1411,5471.1676,5478.0353,5436.5752,5478.4908,-37.3497,-0.6818,162797344.0,175143689.576
000905.SH,20240429,5478.4908,5371.2122,5488.2776,5371.2122,5372.1209,106.3699,1.98,190936055.0,212148850.247
000905.SH,20240426,5372.1209,5258.3847,5379.6707,5258.3847,5259.3354,112.7855,2.1445,173777701.0,193788859.192
000905.SH,20240425,5259.3354,5240.4817,5297.1627,5229.8248,5263.0391,-3.7037,-0.0704,110833929.0,127544603.285
000905.SH,20240424,5263.0391,5210.1831,5263.0391,5183.7005,5208.2712,54.7679,1.0516,117297220.0,139471094.807
000905.SH,20240423,5208.2712,5257.766,5280.0593,5196.955,5267.5811,-59.3099,-1.1259,125801120.0,139018868.11
000905.SH,20240422,5267.5811,5289.4066,5340.6307,5264.1859,5314.8667,-47.2856,-0.8897,135266882.0,150190436.488
000905.SH,20240419,5314.8667,5322.3588,5369.9543,5292.0162,5349.8361,-34.9694,-0.6537,142134216.0,156010347.136
000905.SH,20240418,5349.8361,5317.7986,5410.6963,5299.2288,5339.7467,10.0894,0.1889,153497682.0,167338860.159
000905.SH,20240417,5339.7467,5211.2486,5339.7467,5211.2486,5191.554,148.1927,2.8545,147594552.0,155660732.93
000905.SH,20240416,5191.554,5309.1005,5346.7615,5184.6535,5339.7223,-148.1683,-2.7748,162583973.0,168778499.342
000905.SH,20240415,5339.7223,5270.0415,5376.0484,5219.4286,5277.219,62.5033,1.1844,159217624.0,169269295.712
000905.SH,20240412,5277.219,5307.7225,5336.4477,5270.4618,5301.8094,-24.5904,-0.4638,118524933.0,136145117.631
000905.SH,20240411,5301.8094,5244.0544,5353.8091,5240.5101,5275.4727,26.3367,0.4992,127745143.0,141290912.857
000905.SH,20240410,5275.4727,5335.7302,5335.7302,5242.863,5342.8982,-67.4255,-1.262,117908618.0,132251020.974
000905.SH,20240409,5342.8982,5294.4743,5342.8982,5284.9557,5298.5912,44.307,0.8362,113300745.0,133262737.278
000905.SH,20240408,5298.5912,5358.9565,5383.6587,5297.559,5374.5954,-76.0042,-1.4141,148588559.0,161260958.59
000905.SH,20240403,5374.5954,5373.5021,5386.3422,5350.1601,5381.2291,-6.6337,-0.1233,133628053.0,154114398.166
000905.SH,20240402,5381.2291,5395.4811,5402.1597,5353.3119,5401.2249,-19.9958,-0.3702,132148642.0,155779915.086
000905.SH,20240401,5401.2249,5309.8325,5401.7799,5309.8325,5286.1612,115.0637,2.1767,136734854.0,166553105.409
000905.SH,20240329,5286.1612,5220.5524,5287.0376,5211.1946,5223.806,62.3552,1.1937,109047149.0,126574031.377
000905.SH,20240328,5223.806,5156.4803,5276.6382,5156.4803,5156.684,67.122,1.3017,116318192.0,140612607.112
000905.SH,20240327,5156.684,5280.7332,5282.6954,5156.684,5284.4188,-127.7348,-2.4172,110107142.0,129828707.609
000905.SH,20240326,5284.4188,5291.5227,5318.8757,5237.8993,5294.7463,-10.3275,-0.1951,116468112.0,145296216.68
000905.SH,20240325,5294.7463,5369.7761,5401.5975,5292.6372,5384.5656,-89.8193,-1.6681,130778254.0,156251665.727
000905.SH,20240322,5384.5656,5454.4143,5463.5407,5356.108,5465.8286,-81.263,-1.4867,137096029.0,163185963.749
000905.SH,20240321,5465.8286,5505.6985,5517.4566,5454.2313,5493.414,-27.5854,-0.5022,129489458.0,159252387.802
000905.SH,20240320,5493.414,5469.606,5499.2382,5455.7613,5478.2248,15.1892,0.2773,126273262.0,157036230.422
000905.SH,20240319,5478.2248,5514.55,5533.639,5477.1172,5528.447,-50.2222,-0.9084,146777240.0,176661748.328
000905.SH,20240318,5528.447,5472.3147,5528.447,5459.5453,5454.1463,74.3007,1.3623,159862638.0,190794115.131
000905.SH,20240315,5454.1463,5380.019,5456.7336,5357.1797,5392.9267,61.2196,1.1352,136405030.0,158718756.617
000905.SH,20240314,5392.9267,5415.1499,5447.5416,5352.1195,5415.1126,-22.1859,-0.4097,131887357.0,157337167.776
000905.SH,20240313,5415.1126,5430.0437,5459.3222,5389.5251,5423.7183,-8.6057,-0.1587,129746301.0,164526330.861
000905.SH,20240312,5423.7183,5445.8776,5473.2901,5385.1402,5441.0507,-17.3324,-0.3185,147072536.0,178848761.378
000905.SH,20240311,5441.0507,5342.1778,5443.0421,5339.2607,5349.595,91.4557,1.7096,142981732.0,173588864.751
000905.SH,20240308,5349.595,5282.4077,5361.7104,5268.5296,5277.2988,72.2962,1.3699,121467978.0,144003562.006
000905.SH,20240307,5277.2988,5354.3337,5384.6567,5277.2988,5350.1016,-72.8028,-1.3608,139831342.0,157442183.149
000905.SH,20240306,5350.1016,5332.8328,5405.4908,5293.9518,5351.8268,-1.7252,-0.0322,121099564.0,146843351.595
000905.SH,20240305,5351.8268,5358.2206,5382.9834,5329.9702,5388.82,-36.9932,-0.6865,140816479.0,174282675.003
000905.SH,20240304,5388.82,5386.9441,5400.1227,5325.9642,5379.0482,9.7718,0.1817,143928469.0,175906403.369
000905.SH,20240301,5379.0482,5350.8566,5387.7839,5321.5587,5346.7929,32.2553,0.6033,142298395.0,171103270.101
000905.SH,20240229,5346.7929,5154.1487,5349.7678,5154.1487,5184.0471,162.7458,3.1394,160790165.0,178975999.913
000905.SH,20240228,5184.0471,5311.4253,5383.3193,5184.0471,5307.8043,-123.7572,-2.3316,202560985.0,214135426.954
000905.SH,20240227,5307.8043,5174.8194,5307.8043,5160.8782,5195.4642,112.3401,2.1623,138971751.0,157201596.73
000905.SH,20240226,5195.4642,5194.737,5255.3615,5162.9504,5197.7115,-2.2473,-0.0432,144018944.0,152600869.382
000905.SH,20240223,5197.7115,5190.6466,5197.7115,5118.568,5176.3431,21.3684,0.4128,135265004.0,145442447.177
000905.SH,20240222,5176.3431,5133.5478,5184.6228,5117.6799,5139.0372,37.3059,0.7259,116614806.0,127546517.889
000905.SH,20240221,5139.0372,5101.4113,5252.8785,5074.8224,5140.9575,-1.9203,-0.0374,150872501.0,155561259.422
000905.SH,20240220,5140.9575,5107.5677,5151.7201,5072.8837,5141.6037,-0.6462,-0.0126,121646379.0,133242205.644
000905.SH,20240219,5141.6037,5225.1379,5225.1379,5074.7611,5150.2288,-8.6251,-0.1675,162949893.0,172805832.9
000905.SH,20240208,5150.2288,5131.8032,5367.2243,5129.7843,5109.5685,40.6603,0.7958,213676123.0,212255665.094
000905.SH,20240207,5109.5685,4813.9545,5110.8041,4813.2326,4805.9013,303.6672,6.3186,227198934.0,212618286.128
000905.SH,20240206,4805.9013,4411.298,4817.1179,4405.3085,4460.2635,345.6378,7.7493,173058335.0,156485198.829
000905.SH,20240205,4460.2635,4527.7091,4598.0608,4281.2399,4563.2221,-102.9586,-2.2563,165958337.0,143547017.412
000905.SH,20240202,4563.2221,4686.0999,4724.0488,4435.5569,4678.7308,-115.5087,-2.4688,137501832.0,124953077.789
000905.SH,20240201,4678.7308,4667.9126,4771.0465,4629.9901,4696.9796,-18.2488,-0.3885,111471910.0,107508825.588
000905.SH,20240131,4696.9796,4786.8128,4832.401,4690.9429,4814.9908,-118.0112,-2.4509,121093158.0,116592536.773
000905.SH,20240130,4814.9908,4898.3613,4939.3511,4810.099,4927.9137,-112.9229,-2.2915,99675811.0,95474113.526
000905.SH,20240129,4927.9137,5032.1113,5050.1092,4927.9137,5027.0932,-99.1795,-1.9729,116876657.0,117835011.1
000905.SH,20240126,5027.0932,5055.2878,5086.129,5009.9729,5073.1779,-46.0847,-0.9084,117009836.0,119232919.0
000905.SH,20240125,5073.1779,4931.6273,5074.4943,4910.9591,4933.7009,139.477,2.827,132307766.0,134822852.0
000905.SH,20240124,4933.7009,4886.2037,4941.4403,4766.8035,4865.743,67.9579,1.3967,114025805.0,112683270.5
000905.SH,20240123,4865.743,4771.4963,4889.4223,4727.8806,4780.9748,84.7682,1.773,99944718.0,107808853.1
000905.SH,20240122,4780.9748,5008.6804,5008.7672,4753.6302,5018.4332,-237.4584,-4.7317,109708492.0,115622857.1
000905.SH,20240119,5018.4332,5056.4765,5084.2902,5014.7667,5066.9579,-48.5247,-0.9577,78467383.0,92039421.3
000905.SH,20240118,5066.9579,5033.1032,5069.2295,4924.6815,5061.5395,5.4184,0.1071,118751055.0,123436419.7
